City,Country,Latitude,Longitude,Year,Value,Date,Time,Min,TimeNew,VAL_0
Auckland,New Zealand,-36.86667,174.76667,1950,323000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.01403812
Naples,Italy,40.851775,14.268122,1766,322786,/01/01,1766/01/01, 00:00:00,1766/01/01 00:00:00,0.014028815
Hangzhou,China,30.25,120.166667,1731,322300,/01/01,1731/01/01, 00:00:00,1731/01/01 00:00:00,0.014007685
Fuzhou,China,26.076111,119.306389,1925,322000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.013994641
La Paz,Bolivia,-16.5,-68.15,1950,321000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013951163
Tel Aviv,Israel,32.08088,34.78057,1950,321000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013951163
Hangzhou,China,30.25,120.166667,1250,320489,/01/01,1250/01/01, 00:00:00,1250/01/01 00:00:00,0.013928945
Osaka,Japan,34.693216,135.502082,1850,320000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.013907684
Osaka,Japan,34.693216,135.502082,1875,320000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.013907684
Bristol,United Kingdom,51.45523,-2.59665,1900,320000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.013907684
Dortmund,Germany,51.51494,7.466,1925,320000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.013907684
Salvador,Brazil,-12.97111,-38.51083,1925,320000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.013907684
Amritsar,India,31.63661,74.87476,1950,320000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013907684
Bilbao,Spain,43.26271,-2.92528,1950,320000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013907684
Lanzhou,China,36.061089,103.834304,1950,320000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013907684
Suzhou,China,31.3,120.6,1830,317000,/01/01,1830/01/01, 00:00:00,1830/01/01 00:00:00,0.013777249
Kyoto,Japan,35.02107,135.75385,1852,316784,/01/01,1852/01/01, 00:00:00,1852/01/01 00:00:00,0.013767857
Yerevan,Armenia,40.183333,44.516667,1950,315000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013690292
Alexandria,Egypt,31.200092,29.918739,1900,314000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.013646813
Fort Worth,United States of America,32.72541,-97.32085,1950,314000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013646813
Sapporo,Japan,43.06417,141.34694,1950,313000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013603335
Manchester,United Kingdom,53.48095,-2.23743,1841,312965,/01/01,1841/01/01, 00:00:00,1841/01/01 00:00:00,0.013601813
Warsaw,Poland,52.22977,21.01178,1875,311000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.013516378
Rochester,United States of America,43.161031,-77.610922,1925,311000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.013516378
Naples,Italy,40.851775,14.268122,1750,310000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.013472899
Madras,India,13.08784,80.27847,1850,310000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.013472899
Tashkent,Uzbekistan,41.26465,69.21627,1925,308000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.013385942
Omaha,United States of America,41.252363,-95.997988,1950,308000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013385942
Chengdu,China,30.66667,104.06667,1914,306423,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.013317377
Naples,Italy,40.851775,14.268122,1742,305021,/01/01,1742/01/01, 00:00:00,1742/01/01 00:00:00,0.01325642
Brighton,United Kingdom,50.822531,-0.137164,1950,305000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013255507
Bordeaux,France,44.84044,-0.5805,1900,304000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.013212028
Cardiff,Wales,51.481581,-3.17909,1950,304000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013212028
Indore,India,22.71792,75.8333,1950,304000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013212028
Tula,Russian Federation,54.107722,37.573261,1950,304000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013212028
Hangzhou,China,30.25,120.166667,1700,303000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.01316855
Bradford,United Kingdom,53.79391,-1.75206,1900,303000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.01316855
Adelaide,Australia,-34.92866,138.59863,1925,303000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.01316855
Suzhou,China,31.3,120.6,1825,302000,/01/01,1825/01/01, 00:00:00,1825/01/01 00:00:00,0.013125071
Middlesbrough,United Kingdom,54.57623,-1.23483,1950,302000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013125071
Perth,Australia,-31.95224,115.8614,1950,302000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013125071
Birmingham,United Kingdom,52.48142,-1.89983,1851,300826,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.013074028
Damascus,Syria,33.5102,36.29128,705,300000,/01/01,705/01/01, 00:00:00,705/01/01 00:00:00,0.013038114
Damascus,Syria,33.5102,36.29128,715,300000,/01/01,715/01/01, 00:00:00,715/01/01 00:00:00,0.013038114
Luoyang,China,34.669722,112.442222,800,300000,/01/01,800/01/01, 00:00:00,800/01/01 00:00:00,0.013038114
Istanbul,Turkey,41.005275,28.976944,900,300000,/01/01,900/01/01, 00:00:00,900/01/01 00:00:00,0.013038114
Gelibolu,Turkey,40.333333,26.499992,1000,300000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.013038114
Istanbul,Turkey,41.005275,28.976944,1000,300000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.013038114
Cairo,Egypt,30.06263,31.24967,1250,300000,/01/01,1250/01/01, 00:00:00,1250/01/01 00:00:00,0.013038114
Paris,France,48.856614,2.352222,1382,300000,/01/01,1382/01/01, 00:00:00,1382/01/01 00:00:00,0.013038114
Istanbul,Turkey,41.005275,28.976944,1515,300000,/01/01,1515/01/01, 00:00:00,1515/01/01 00:00:00,0.013038114
Kyoto,Japan,35.02107,135.75385,1571,300000,/01/01,1571/01/01, 00:00:00,1571/01/01 00:00:00,0.013038114
Lahore,Pakistan,31.54972,74.34361,1590,300000,/01/01,1590/01/01, 00:00:00,1590/01/01 00:00:00,0.013038114
Kyoto,Japan,35.02107,135.75385,1600,300000,/01/01,1600/01/01, 00:00:00,1600/01/01 00:00:00,0.013038114
Bijapur,India,16.82442,75.71537,1639,300000,/01/01,1639/01/01, 00:00:00,1639/01/01 00:00:00,0.013038114
Mashhad,Iran,36.3,59.6,1739,300000,/01/01,1739/01/01, 00:00:00,1739/01/01 00:00:00,0.013038114
Lucknow,India,26.83928,80.92313,1815,300000,/01/01,1815/01/01, 00:00:00,1815/01/01 00:00:00,0.013038114
Lucknow,India,26.83928,80.92313,1825,300000,/01/01,1825/01/01, 00:00:00,1825/01/01 00:00:00,0.013038114
Lucknow,India,26.83928,80.92313,1850,300000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.013038114
Shanghai,China,31.22222,121.45806,1859,300000,/01/01,1859/01/01, 00:00:00,1859/01/01 00:00:00,0.013038114
Leeds,United Kingdom,53.79648,-1.54785,1875,300000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.013038114
Chengdu,China,30.66667,104.06667,1900,300000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.013038114
Kiev,Ukraine,50.45466,30.5238,1900,300000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.013038114
Stockholm,Sweden,59.33258,18.0649,1900,300000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.013038114
Ibadan,Nigeria,7.38778,3.89639,1925,300000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.013038114
Lvov,Poland,49.839683,24.029717,1950,300000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013038114
Minsk,Belarus,53.9,27.56667,1950,300000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013038114
Taiyuan,China,37.87059,112.548879,1950,300000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.013038114
Baltimore,United States of America,39.29038,-76.61219,1875,299000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.012994636
Catania,Italy,37.50213,15.08719,1950,299000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012994636
Hull,United Kingdom,53.7446,-0.33525,1950,299000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012994636
Wuppertal,Germany,51.268752,7.18026,1900,298000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.012951157
Valparaiso,Chile,-33.05,-71.6167,1950,298000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012951157
Liverpool,United Kingdom,53.408372,-2.991572,1841,297587,/01/01,1841/01/01, 00:00:00,1841/01/01 00:00:00,0.012933201
Detroit,United States of America,42.33143,-83.04575,1900,297000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.012907679
Seoul,Republic of Korea,37.56826,126.97783,1925,297000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.012907679
Liege,Belgium,50.63373,5.56749,1900,295000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.012820722
Rostov-on-Don,Russian Federation,47.2333,39.41394,1925,295000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.012820722
La Plata,Argentina,-34.92145,-57.95453,1950,295000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012820722
Birmingham,United Kingdom,52.48142,-1.89983,1850,294000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.012777243
Riga,Russian Federation,56.946,24.10589,1900,294000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.012777243
Bremen,Germany,53.07516,8.80777,1925,294000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.012777243
Ahmedabad,India,23.039568,72.566004,1925,293000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.012733765
Hangzhou,China,30.25,120.166667,1681,292420,/01/01,1681/01/01, 00:00:00,1681/01/01 00:00:00,0.012708547
Sheffield,United Kingdom,53.381128,-1.470086,1875,292000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.012690286
Winnipeg,Canada,49.8844,-97.14704,1950,292000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012690286
Youngstown,United States of America,41.1,-80.65,1950,292000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012690286
New Orleans,United States of America,29.95465,-90.07507,1900,291000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.012646808
Albany,United States of America,42.652578,-73.756233,1950,291000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012646808
Portsmouth,United Kingdom,50.816661,-1.083383,1950,291000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012646808
Santiago,Chile,-33.45,-70.666667,1900,290000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.012603329
Jakarta,Indonesia,-6.21462,106.84513,1925,290000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.012603329
Makassar,Indonesia,-5.14,119.4221,1950,290000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012603329
Amsterdam,Netherlands,52.37403,4.88969,1875,289000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.012559851
Hannover,Germany,52.37052,9.73322,1900,289000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.012559851
Lille,France,50.628442,3.054975,1900,289000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.012559851
Vienna,Austria,48.20849,16.37208,1825,288000,/01/01,1825/01/01, 00:00:00,1825/01/01 00:00:00,0.012516372
Irkutsk,Russian Federation,52.29778,104.29639,1950,288000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012516372
Ankara,Turkey,39.91987,32.85427,1950,286000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012429415
Jaipur,India,26.91962,75.78781,1950,286000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012429415
Milwaukee,United States of America,43.0389,-87.90647,1900,285000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.012385937
Leicester,United Kingdom,52.6386,-1.13169,1950,285000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012385937
Lucknow,India,26.83928,80.92313,1869,284779,/01/01,1869/01/01, 00:00:00,1869/01/01 00:00:00,0.012376328
Ningbo,China,29.866667,121.55,1925,284000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.012342458
Guatemala City,Guatemala,14.64072,-90.51327,1950,284000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012342458
Portsmouth,United Kingdom,50.816661,-1.083383,1925,283000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.01229898
Bucharest,Romania,44.43225,26.10626,1900,282000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.012255501
Hangzhou,China,30.25,120.166667,1657,281851,/01/01,1657/01/01, 00:00:00,1657/01/01 00:00:00,0.012249023
Hangzhou,China,30.25,120.166667,1650,281000,/01/01,1650/01/01, 00:00:00,1650/01/01 00:00:00,0.012212023
Samarra,Iraq,34.198333,43.874167,836,280000,/01/01,836/01/01, 00:00:00,836/01/01 00:00:00,0.012168544
Samarra,Iraq,34.198333,43.874167,889,280000,/01/01,889/01/01, 00:00:00,889/01/01 00:00:00,0.012168544
Paris,France,48.856614,2.352222,1400,280000,/01/01,1400/01/01, 00:00:00,1400/01/01 00:00:00,0.012168544
Paris,France,48.856614,2.352222,1418,280000,/01/01,1418/01/01, 00:00:00,1418/01/01 00:00:00,0.012168544
Cincinnati,United States of America,39.162,-84.45689,1875,280000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.012168544
Suzhou,China,31.3,120.6,1900,280000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.012168544
Portland,United States of America,45.523062,-122.676482,1925,280000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.012168544
Almaty,Kazakhstan,43.2775,76.895833,1950,280000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012168544
Barranquilla,Colombia,10.96854,-74.78132,1950,280000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012168544
Kaifeng,China,34.7986,114.30742,1950,280000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012168544
Pretoria,South Africa,-25.74486,28.18783,1950,280000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012168544
Konigsberg,Germany,54.716667,20.516667,1925,279000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.012125066
Wroclaw,Germany,51.116667,17.033333,1950,279000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012125066
Washington D.C.,United States of America,38.914144,-77.0234,1900,278000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.012081587
Incheon,Republic of Korea,37.456256,126.705206,1950,278000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.012081587
Lucknow,India,26.83928,80.92313,1875,276000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.01199463
Kure,Japan,34.23333,132.56667,1950,276000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.01199463
Lisbon,Portugal,38.71667,-9.13333,1855,275286,/01/01,1855/01/01, 00:00:00,1855/01/01 00:00:00,0.011963587
Cairo,Egypt,30.06263,31.24967,1575,275000,/01/01,1575/01/01, 00:00:00,1575/01/01 00:00:00,0.011951152
Hangzhou,China,30.25,120.166667,1625,275000,/01/01,1625/01/01, 00:00:00,1625/01/01 00:00:00,0.011951152
Ahmedabad,India,23.039568,72.566004,1650,275000,/01/01,1650/01/01, 00:00:00,1650/01/01 00:00:00,0.011951152
Xian,China,34.341485,108.940404,1850,275000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.011951152
Ivanovo,Russian Federation,56.9967,40.9819,1950,275000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011951152
Krasnoyarsk,Russian Federation,56.01839,92.86717,1950,275000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011951152
Glasgow,United Kingdom,55.86515,-4.25763,1841,274366,/01/01,1841/01/01, 00:00:00,1841/01/01 00:00:00,0.011923587
Paris,France,48.856614,2.352222,1328,274000,/01/01,1328/01/01, 00:00:00,1328/01/01 00:00:00,0.011907673
Rio de Janeiro,Brazil,-22.90278,-43.2075,1875,274000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.011907673
Tbilisi,Georgia,41.709975,44.792989,1925,274000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.011907673
Tabriz,Iran,38.08,46.2919,1950,274000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011907673
Utrecht,Netherlands,52.09083,5.12222,1950,274000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011907673
Edinburgh,United Kingdom,55.95206,-3.19648,1875,273000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.011864195
Wuxi,China,31.49117,120.31191,1950,273000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011864195
Denver,United States of America,39.737567,-104.984718,1925,272000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.011820716
Stoke,United Kingdom,53.25,-2.86667,1925,272000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.011820716
Brunn,Austria,49.2,16.6167,1950,272000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011820716
Bangalore,India,12.97194,77.59369,1925,271000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.011777238
Bari,Italy,41.117142,16.871872,1950,271000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011777238
Dandong,China,40.1167,124.3833,1950,271000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011777238
Moscow,Russian Federation,55.75222,37.61556,1811,270184,/01/01,1811/01/01, 00:00:00,1811/01/01 00:00:00,0.011741759
Samarra,Iraq,34.198333,43.874167,858,270000,/01/01,858/01/01, 00:00:00,858/01/01 00:00:00,0.011733759
Hangzhou,China,30.25,120.166667,1600,270000,/01/01,1600/01/01, 00:00:00,1600/01/01 00:00:00,0.011733759
Nanjing,China,32.05,118.766667,1900,270000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.011733759
Suzhou,China,31.3,120.6,1940,270000,/01/01,01/01/1940, 00:00:00,01/01/1940 00:00,0.011733759
Astrakhan,Russian Federation,46.366681,48.083239,1950,270000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011733759
Hartford,United States of America,41.7627,-72.6743,1950,270000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011733759
Horlivka,Ukraine,48.3071,38.029633,1950,270000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011733759
Karaganda,Kazakhstan,49.833333,73.166667,1950,270000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011733759
Medan,Indonesia,3.5833,98.6667,1950,270000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011733759
Oran,Algeria,35.69111,-0.64167,1950,270000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011733759
Phnom Penh,Cambodia,11.56245,104.91601,1950,270000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011733759
Santa Fe,Argentina,-31.610658,-60.697294,1950,270000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011733759
Trieste,Italy,45.633333,13.8,1950,270000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011733759
Genova,Italy,44.40565,8.946256,1900,269000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.011690281
Montevideo,Uraguay,-34.817311,-56.158866,1900,268000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.011646802
Columbus,United States of America,39.961176,-82.998794,1925,268000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.011646802
Milan,Italy,45.465453,9.198786,1875,267000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.011603324
Bangkok,Thailand,13.75398,100.50144,1900,267000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.011603324
Roubaix,France,50.692706,3.177847,1900,267000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.011603324
Kumamoto,Japan,32.78983,130.741574,1950,267000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011603324
Nanchang,China,28.68333,115.88333,1948,266346,/01/01,01/01/1948, 00:00:00,01/01/1948 00:00,0.011574889
Ahmedabad,India,23.039568,72.566004,1638,266000,/01/01,1638/01/01, 00:00:00,1638/01/01 00:00:00,0.011559845
Toledo,United States of America,41.571019,-83.966889,1925,266000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.011559845
Nanchang,China,28.68333,115.88333,1950,266000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011559845
Dublin,Ireland,53.33306,-6.24889,1851,265896,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.011555324
Naples,Italy,40.851775,14.268122,1650,265000,/01/01,1650/01/01, 00:00:00,1650/01/01 00:00:00,0.011516367
Lucknow,India,26.83928,80.92313,1900,265000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.011516367
Nottingham,United Kingdom,52.9536,-1.15047,1925,265000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.011516367
Colombo,Sri Lanka,6.9344,79.8428,1925,264000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.011472888
Medellin,Colombia,6.25184,-75.56359,1950,264000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011472888
Oaklahoma City,United States of America,35.46756,-97.516428,1950,264000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011472888
Syracuse,United States of America,43.048122,-76.147424,1950,264000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011472888
Zaragoza,Spain,41.648792,-0.889581,1950,264000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011472888
Dublin,Ireland,53.33306,-6.24889,1850,263000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.01142941
Brisbane,Australia,-27.46794,153.02809,1925,263000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.01142941
Catania,Italy,37.50213,15.08719,1925,263000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.01142941
Thessaloniki,Greece,40.63935,22.944606,1925,263000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.01142941
Lisbon,Portugal,38.71667,-9.13333,1850,262000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.011385931
Valencia,Spain,39.469908,-0.376289,1925,262000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.011385931
Nurnberg,Germany,49.452031,11.07675,1900,261000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.011342453
Kaohsiung,Taiwan,22.61626,120.31333,1950,261000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011342453
Solapur,India,17.659919,75.906391,1950,261000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011342453
Hangzhou,China,30.25,120.166667,1201,260000,/01/01,1201/01/01, 00:00:00,1201/01/01 00:00:00,0.011298974
Hangzhou,China,30.25,120.166667,1550,260000,/01/01,1550/01/01, 00:00:00,1550/01/01 00:00:00,0.011298974
Hangzhou,China,30.25,120.166667,1575,260000,/01/01,1575/01/01, 00:00:00,1575/01/01 00:00:00,0.011298974
Cairo,Egypt,30.06263,31.24967,1850,260000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.011298974
Nagoya,Japan,35.181447,136.906397,1900,260000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.011298974
Changsha,China,28.196111,112.972222,1925,260000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.011298974
Weisbaden,Germany,50.06308,8.243344,1925,260000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.011298974
Hanoi,Vietnam,21.033333,105.85,1950,260000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011298974
Krivoi Rog,Ukraine,47.910483,33.391783,1950,260000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011298974
Xian,China,34.341485,108.940404,1823,259100,/01/01,1823/01/01, 00:00:00,1823/01/01 00:00:00,0.011259844
Xian,China,34.341485,108.940404,1825,259000,/01/01,1825/01/01, 00:00:00,1825/01/01 00:00:00,0.011255496
El Paso,United States of America,31.7903,-106.4233,1950,259000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011255496
Lisbon,Portugal,38.71667,-9.13333,1825,258000,/01/01,1825/01/01, 00:00:00,1825/01/01 00:00:00,0.011212017
Guayaquil,Ecuador,-2.18194,-79.89167,1950,258000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011212017
Hiroshima,Japan,34.396775,132.460017,1950,258000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011212017
Ottawa,Canada,45.41117,-75.69812,1950,258000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011212017
Swatow,China,23.353299,116.681838,1950,258000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011212017
Suzhou,China,31.3,120.6,1810,257000,/01/01,1810/01/01, 00:00:00,1810/01/01 00:00:00,0.011168539
Moscow,Russian Federation,55.75222,37.61556,1825,257000,/01/01,1825/01/01, 00:00:00,1825/01/01 00:00:00,0.011168539
Ningbo,China,29.866667,121.55,1900,257000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.011168539
Belem,Brazil,-1.455833,-48.503889,1925,257000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.011168539
Birmingham,United States of America,33.520661,-86.80249,1925,257000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.011168539
Lucknow,India,26.83928,80.92313,1925,257000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.011168539
Richmond,United States of America,37.5333,77.4667,1950,257000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011168539
Oporto,Portugal,41.167972,-8.627064,1925,256000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.01112506
Cali,Colombia,3.43722,-76.5225,1950,256000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.01112506
Hangzhou,China,30.25,120.166667,1200,255000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.011081582
Shanghai,China,31.22222,121.45806,1875,255000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.011081582
Palermo,Italy,38.115689,13.361267,1900,255000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.011081582
Oslo,Norway,59.913869,10.752245,1925,255000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.011081582
Khabarovsk,Russian Federation,48.48272,135.08379,1950,255000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.011081582
