,City,Country,Latitude,Longitude,Year,Value,Date,Time,Min,TimeNew,VAL_0,Contient
8511,Brest,France,48.3908,-4.486075,1710,16000,/01/01,1710/01/01, 00:00:00,1710/01/01 00:00:00,0.0006902210000000001,Europe
8512,Mumbai,India,19.07283,72.88261,1718,16000,/01/01,1718/01/01, 00:00:00,1718/01/01 00:00:00,0.0006902210000000001,Asia
8513,Pochow,China,33.8772222,115.7702778,1740,16000,/01/01,1740/01/01, 00:00:00,1740/01/01 00:00:00,0.0006902210000000001,Asia
8514,Tver,Russian Federation,56.858722,35.917597,1745,16000,/01/01,1745/01/01, 00:00:00,1745/01/01 00:00:00,0.0006902210000000001,0
8515,Limerick,Ireland,52.6653,-8.630497,1760,16000,/01/01,1760/01/01, 00:00:00,1760/01/01 00:00:00,0.0006902210000000001,0
8516,Tripoli,Libya,32.876175,13.187508,1768,16000,/01/01,1768/01/01, 00:00:00,1768/01/01 00:00:00,0.0006902210000000001,Africa
8517,Wanxian,China,30.9,108.467,1769,16000,/01/01,1769/01/01, 00:00:00,1769/01/01 00:00:00,0.0006902210000000001,Asia
8518,Bergamo,Italy,45.69798,9.66895,1776,16000,/01/01,1776/01/01, 00:00:00,1776/01/01 00:00:00,0.0006902210000000001,Europe
8519,Tver,Russian Federation,56.858722,35.917597,1782,16000,/01/01,1782/01/01, 00:00:00,1782/01/01 00:00:00,0.0006902210000000001,0
8520,Allahabad,India,25.44894,81.83328,1797,16000,/01/01,1797/01/01, 00:00:00,1797/01/01 00:00:00,0.0006902210000000001,Asia
8521,Arakan,Myanmar,19.810092,93.987842,1800,16000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.0006902210000000001,Asia
8522,Bergamo,Italy,45.69798,9.66895,1800,16000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.0006902210000000001,Europe
8523,Ohrid,Bulgaria,43.454967,23.380704,1800,16000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.0006902210000000001,0
8524,Varna,Bulgaria,43.21667,27.91667,1800,16000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.0006902210000000001,0
8525,Le Havre,France,49.494369,0.107931,1801,16000,/01/01,1801/01/01, 00:00:00,1801/01/01 00:00:00,0.0006902210000000001,Europe
8526,Limoges,France,45.83153,1.2578,1801,16000,/01/01,1801/01/01, 00:00:00,1801/01/01 00:00:00,0.0006902210000000001,Europe
8527,Mondovi,Italy,44.39603,7.81764,1809,16000,/01/01,1809/01/01, 00:00:00,1809/01/01 00:00:00,0.0006902210000000001,Europe
8528,Montreal,Canada,45.50884,-73.58781,1809,16000,/01/01,1809/01/01, 00:00:00,1809/01/01 00:00:00,0.0006902210000000001,Americas
8529,Shkoder,Albania,42.0743,19.527661,1810,16000,/01/01,1810/01/01, 00:00:00,1810/01/01 00:00:00,0.0006902210000000001,Europe
8530,Varna,Bulgaria,43.21667,27.91667,1855,16000,/01/01,1855/01/01, 00:00:00,1855/01/01 00:00:00,0.0006902210000000001,0
8531,Oudong,Cambodia,11.819431,104.742897,1890,16000,/01/01,1890/01/01, 00:00:00,1890/01/01 00:00:00,0.0006902210000000001,Asia
8532,Poznan,Poland,52.40692,16.92993,1803,15992,/01/01,1803/01/01, 00:00:00,1803/01/01 00:00:00,0.000689873,Europe
8533,Siena,Italy,43.32004,11.33283,1717,15963,/01/01,1717/01/01, 00:00:00,1717/01/01 00:00:00,0.000688612,Europe
8534,Aberdeen,United Kingdom,57.14369,-2.09814,1755,15730,/01/01,1755/01/01, 00:00:00,1755/01/01 00:00:00,0.000678482,0
8535,Guayaquil,Ecuador,-2.18194,-79.89167,1734,15500,/01/01,1734/01/01, 00:00:00,1734/01/01 00:00:00,0.000668482,0
8536,Hannover,Germany,52.37052,9.73322,1766,15448,/01/01,1766/01/01, 00:00:00,1766/01/01 00:00:00,0.000666221,Europe
8537,Fatehpur Sikri,India,27.0937,77.66003,1848,15414,/01/01,1848/01/01, 00:00:00,1848/01/01 00:00:00,0.0006647430000000001,Asia
8538,Avignon,France,43.94834,4.80892,1539,15340,/01/01,1539/01/01, 00:00:00,1539/01/01 00:00:00,0.000661525,Europe
8539,Bourges,France,47.08333,2.4,1801,15340,/01/01,1801/01/01, 00:00:00,1801/01/01 00:00:00,0.000661525,Europe
8540,Louveigne,Belgium,50.877572,4.704328,1730,15235,/01/01,1730/01/01, 00:00:00,1730/01/01 00:00:00,0.00065696,Europe
8541,Ypres,Belgium,50.849997,2.883339,1803,15148,/01/01,1803/01/01, 00:00:00,1803/01/01 00:00:00,0.000653177,Europe
8542,Leipzig,Germany,51.33962,12.37129,1617,15136,/01/01,1617/01/01, 00:00:00,1617/01/01 00:00:00,0.0006526559999999999,Europe
8543,Medina,Saudi Arabia,24.4609,39.620189,620,15000,/01/01,620/01/01, 00:00:00,620/01/01 00:00:00,0.0006467430000000001,Asia
8544,Mathura,India,27.4925,77.673611,630,15000,/01/01,630/01/01, 00:00:00,630/01/01 00:00:00,0.0006467430000000001,Asia
8545,Lisbon,Portugal,38.71667,-9.13333,700,15000,/01/01,700/01/01, 00:00:00,700/01/01 00:00:00,0.0006467430000000001,Europe
8546,Cologne,Germany,50.937531,6.960278,800,15000,/01/01,800/01/01, 00:00:00,800/01/01 00:00:00,0.0006467430000000001,Europe
8547,Lisbon,Portugal,38.71667,-9.13333,800,15000,/01/01,800/01/01, 00:00:00,800/01/01 00:00:00,0.0006467430000000001,Europe
8548,Trier,Germany,49.75565,6.63935,800,15000,/01/01,800/01/01, 00:00:00,800/01/01 00:00:00,0.0006467430000000001,Europe
8549,Cologne,Germany,50.937531,6.960278,804,15000,/01/01,804/01/01, 00:00:00,804/01/01 00:00:00,0.0006467430000000001,Europe
8550,Fez,Morocco,34.033333,-5.01,808,15000,/01/01,808/01/01, 00:00:00,808/01/01 00:00:00,0.0006467430000000001,Africa
8551,Iraklion,Greece,35.338736,25.144214,827,15000,/01/01,827/01/01, 00:00:00,827/01/01 00:00:00,0.0006467430000000001,Europe
8552,Genova,Italy,44.40565,8.946256,1000,15000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.0006467430000000001,Europe
8553,Lisbon,Portugal,38.71667,-9.13333,1000,15000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.0006467430000000001,Europe
8554,Peshawar,Pakistan,34.008,71.57849,1000,15000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.0006467430000000001,Asia
8555,Poitiers,France,46.58333,0.33333,1000,15000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.0006467430000000001,Europe
8556,Prague,Austria,50.08804,14.42076,1000,15000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.0006467430000000001,Europe
8557,Regensburg,Germany,49.015,12.09556,1000,15000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.0006467430000000001,Europe
8558,St. Louis,United States of America,38.626978,-90.199403,1000,15000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.0006467430000000001,Americas
8559,Tunis,Tunisia,36.818811,10.165961,1000,15000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.0006467430000000001,Africa
8560,Lisbon,Portugal,38.71667,-9.13333,1147,15000,/01/01,1147/01/01, 00:00:00,1147/01/01 00:00:00,0.0006467430000000001,Europe
8561,Catania,Italy,37.50213,15.08719,1169,15000,/01/01,1169/01/01, 00:00:00,1169/01/01 00:00:00,0.0006467430000000001,Europe
8562,Alessandria,Italy,44.91245,8.61894,1174,15000,/01/01,1174/01/01, 00:00:00,1174/01/01 00:00:00,0.0006467430000000001,Europe
8563,Vladimir,Russian Federation,56.13655,40.39658,1175,15000,/01/01,1175/01/01, 00:00:00,1175/01/01 00:00:00,0.0006467430000000001,0
8564,Wiener Neustadt,Austria,47.8,16.25,1192,15000,/01/01,1192/01/01, 00:00:00,1192/01/01 00:00:00,0.0006467430000000001,Europe
8565,Florence,Italy,43.771033,11.248,1198,15000,/01/01,1198/01/01, 00:00:00,1198/01/01 00:00:00,0.0006467430000000001,Europe
8566,Alessandria,Italy,44.91245,8.61894,1200,15000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.0006467430000000001,Europe
8567,Barcelona,Spain,41.38879,2.15899,1200,15000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.0006467430000000001,Europe
8568,Bordeaux,France,44.84044,-0.5805,1200,15000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.0006467430000000001,Europe
8569,Florence,Italy,43.771033,11.248,1200,15000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.0006467430000000001,Europe
8570,Jerez de la Frontera,Spain,36.6936,-6.132431,1200,15000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.0006467430000000001,Europe
8571,Lisbon,Portugal,38.71667,-9.13333,1200,15000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.0006467430000000001,Europe
8572,Siena,Italy,43.32004,11.33283,1200,15000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.0006467430000000001,Europe
8573,Soest,Germany,51.57558,8.10619,1200,15000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.0006467430000000001,Europe
8574,Wiener Neustadt,Austria,47.8,16.25,1200,15000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.0006467430000000001,Europe
8575,Zaragoza,Spain,41.648792,-0.889581,1200,15000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.0006467430000000001,Europe
8576,Badajoz,Spain,38.87789,-6.97061,1250,15000,/01/01,1250/01/01, 00:00:00,1250/01/01 00:00:00,0.0006467430000000001,Europe
8577,Bergen,Norway,60.391264,5.322053,1300,15000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.0006467430000000001,Europe
8578,Budapest,Hungary,47.49801,19.03991,1300,15000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.0006467430000000001,Europe
8579,Lille,France,50.628442,3.054975,1300,15000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.0006467430000000001,Europe
8580,Magdeburg,Germany,52.130808,11.628878,1300,15000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.0006467430000000001,Europe
8581,Nimes,France,43.83333,4.35,1300,15000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.0006467430000000001,Europe
8582,Reims,France,49.25,4.03333,1300,15000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.0006467430000000001,Europe
8583,Strasbourg,France,48.58342,7.74296,1300,15000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.0006467430000000001,Europe
8584,Trier,Germany,49.75565,6.63935,1300,15000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.0006467430000000001,Europe
8585,Visby,Sweden,57.64089,18.29602,1300,15000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.0006467430000000001,Europe
8586,Reims,France,49.25,4.03333,1325,15000,/01/01,1325/01/01, 00:00:00,1325/01/01 00:00:00,0.0006467430000000001,Europe
8587,Wroclaw,Germany,51.116667,17.033333,1325,15000,/01/01,1325/01/01, 00:00:00,1325/01/01 00:00:00,0.0006467430000000001,Europe
8588,Louveigne,Belgium,50.877572,4.704328,1374,15000,/01/01,1374/01/01, 00:00:00,1374/01/01 00:00:00,0.0006467430000000001,Europe
8589,Oporto,Portugal,41.167972,-8.627064,1383,15000,/01/01,1383/01/01, 00:00:00,1383/01/01 00:00:00,0.0006467430000000001,Europe
8590,Messina,Italy,38.19327,15.54969,1396,15000,/01/01,1396/01/01, 00:00:00,1396/01/01 00:00:00,0.0006467430000000001,Europe
8591,Jerez de la Frontera,Spain,36.6936,-6.132431,1400,15000,/01/01,1400/01/01, 00:00:00,1400/01/01 00:00:00,0.0006467430000000001,Europe
8592,Palma,Spain,39.56939,2.65024,1400,15000,/01/01,1400/01/01, 00:00:00,1400/01/01 00:00:00,0.0006467430000000001,Europe
8593,Parma,Italy,44.80266,10.32898,1404,15000,/01/01,1404/01/01, 00:00:00,1404/01/01 00:00:00,0.0006467430000000001,Europe
8594,Lille,France,50.628442,3.054975,1415,15000,/01/01,1415/01/01, 00:00:00,1415/01/01 00:00:00,0.0006467430000000001,Europe
8595,Haarlem,Netherlands,52.38084,4.63683,1427,15000,/01/01,1427/01/01, 00:00:00,1427/01/01 00:00:00,0.0006467430000000001,Europe
8596,s'Hertogenbosch,Netherlands,51.697819,5.303667,1437,15000,/01/01,1437/01/01, 00:00:00,1437/01/01 00:00:00,0.0006467430000000001,Europe
8597,Frankfurt am Main,Germany,50.110922,8.682128,1450,15000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.0006467430000000001,Europe
8598,Brunn,Austria,49.2,16.6167,1466,15000,/01/01,1466/01/01, 00:00:00,1466/01/01 00:00:00,0.0006467430000000001,Europe
8599,Lille,France,50.628442,3.054975,1470,15000,/01/01,1470/01/01, 00:00:00,1470/01/01 00:00:00,0.0006467430000000001,Europe
8600,Shkoder,Albania,42.0743,19.527661,1474,15000,/01/01,1474/01/01, 00:00:00,1474/01/01 00:00:00,0.0006467430000000001,Europe
8601,Frankfurt am Main,Germany,50.110922,8.682128,1500,15000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.0006467430000000001,Europe
8602,Soest,Germany,51.57558,8.10619,1530,15000,/01/01,1530/01/01, 00:00:00,1530/01/01 00:00:00,0.0006467430000000001,Europe
8603,Kazan,Russian Federation,55.790278,49.134722,1552,15000,/01/01,1552/01/01, 00:00:00,1552/01/01 00:00:00,0.0006467430000000001,0
8604,Delft,Netherlands,52.00667,4.35556,1557,15000,/01/01,1557/01/01, 00:00:00,1557/01/01 00:00:00,0.0006467430000000001,Europe
8605,Palma,Spain,39.56939,2.65024,1559,15000,/01/01,1559/01/01, 00:00:00,1559/01/01 00:00:00,0.0006467430000000001,Europe
8606,Turin,Italy,45.07049,7.68682,1571,15000,/01/01,1571/01/01, 00:00:00,1571/01/01 00:00:00,0.0006467430000000001,Europe
8607,Quito,Ecuador,-0.22985,-78.52495,1574,15000,/01/01,1574/01/01, 00:00:00,1574/01/01 00:00:00,0.0006467430000000001,0
8608,Ecija,Spain,37.5422,-5.0826,1594,15000,/01/01,1594/01/01, 00:00:00,1594/01/01 00:00:00,0.0006467430000000001,Europe
8609,Orleans,France,47.902964,1.90925,1594,15000,/01/01,1594/01/01, 00:00:00,1594/01/01 00:00:00,0.0006467430000000001,Europe
8610,Nis,Serbia,43.319381,21.896328,1600,15000,/01/01,1600/01/01, 00:00:00,1600/01/01 00:00:00,0.0006467430000000001,Europe
8611,Tripoli,Libya,32.876175,13.187508,1600,15000,/01/01,1600/01/01, 00:00:00,1600/01/01 00:00:00,0.0006467430000000001,Africa
8612,Ulm,Germany,48.39841,9.99155,1621,15000,/01/01,1621/01/01, 00:00:00,1621/01/01 00:00:00,0.0006467430000000001,Europe
8613,Valladolid,Spain,41.65518,-4.72372,1646,15000,/01/01,1646/01/01, 00:00:00,1646/01/01 00:00:00,0.0006467430000000001,Europe
8614,Madras,India,13.08784,80.27847,1650,15000,/01/01,1650/01/01, 00:00:00,1650/01/01 00:00:00,0.0006467430000000001,Asia
8615,Bratislava,Slovakia,48.145892,17.107136,1665,15000,/01/01,1665/01/01, 00:00:00,1665/01/01 00:00:00,0.0006467430000000001,Europe
8616,Lecce,Italy,40.35703,18.17202,1669,15000,/01/01,1669/01/01, 00:00:00,1669/01/01 00:00:00,0.0006467430000000001,Europe
8617,Bogota,Columbia,4.598056,-74.075833,1680,15000,/01/01,1680/01/01, 00:00:00,1680/01/01 00:00:00,0.0006467430000000001,Americas
8618,Alexandria,Egypt,31.200092,29.918739,1693,15000,/01/01,1693/01/01, 00:00:00,1693/01/01 00:00:00,0.0006467430000000001,Africa
8619,Aachen,Germany,50.77664,6.08342,1700,15000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0006467430000000001,Europe
8620,Birmingham,United Kingdom,52.48142,-1.89983,1700,15000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0006467430000000001,0
8621,Guadalajara,Mexico,20.673819,-103.343489,1700,15000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0006467430000000001,Americas
8622,Leghorn,Italy,43.55,10.310579,1700,15000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0006467430000000001,Europe
8623,Coimbra,Portugal,40.20564,-8.41955,1732,15000,/01/01,1732/01/01, 00:00:00,1732/01/01 00:00:00,0.0006467430000000001,Europe
8624,Voronezh,Russian Federation,51.67204,39.1843,1742,15000,/01/01,1742/01/01, 00:00:00,1742/01/01 00:00:00,0.0006467430000000001,0
8625,Nizhniy Novgorod,Russian Federation,56.3269,44.0075,1745,15000,/01/01,1745/01/01, 00:00:00,1745/01/01 00:00:00,0.0006467430000000001,0
8626,Smolensk,Russian Federation,54.7818,32.0401,1745,15000,/01/01,1745/01/01, 00:00:00,1745/01/01 00:00:00,0.0006467430000000001,0
8627,Bakhchiserai,Ukraine,44.755286,33.867233,1750,15000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.0006467430000000001,Europe
8628,Besancon,France,47.24878,6.01815,1750,15000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.0006467430000000001,Europe
8629,Evora,Portugal,38.56667,-7.9,1758,15000,/01/01,1758/01/01, 00:00:00,1758/01/01 00:00:00,0.0006467430000000001,Europe
8630,Krakow,Poland,50.06143,19.93658,1772,15000,/01/01,1772/01/01, 00:00:00,1772/01/01 00:00:00,0.0006467430000000001,Europe
8631,Saint-Malo,France,48.649336,-2.025675,1787,15000,/01/01,1787/01/01, 00:00:00,1787/01/01 00:00:00,0.0006467430000000001,Europe
8632,Segovia,Spain,40.943564,-4.113003,1787,15000,/01/01,1787/01/01, 00:00:00,1787/01/01 00:00:00,0.0006467430000000001,Europe
8633,Coimbra,Portugal,40.20564,-8.41955,1795,15000,/01/01,1795/01/01, 00:00:00,1795/01/01 00:00:00,0.0006467430000000001,Europe
8634,Tehran,Iran,35.69439,51.42151,1796,15000,/01/01,1796/01/01, 00:00:00,1796/01/01 00:00:00,0.0006467430000000001,Asia
8635,Benin,Nigeria,6.339081,5.626483,1800,15000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.0006467430000000001,Africa
8636,Iraklion,Greece,35.338736,25.144214,1800,15000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.0006467430000000001,Europe
8637,Potosi,Bolivia,-19.58361,-65.75306,1800,15000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.0006467430000000001,Americas
8638,Santiago de Queretaro,Mexico,20.588792,-100.389889,1800,15000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.0006467430000000001,Americas
8639,Sira,India,13.74155,76.9043,1800,15000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.0006467430000000001,Asia
8640,Gelibolu,Turkey,40.333333,26.499992,1810,15000,/01/01,1810/01/01, 00:00:00,1810/01/01 00:00:00,0.0006467430000000001,Asia
8641,Maragheh,Iran,37.383531,46.237961,1810,15000,/01/01,1810/01/01, 00:00:00,1810/01/01 00:00:00,0.0006467430000000001,Asia
8642,Tbilisi,Georgia,41.709975,44.792989,1810,15000,/01/01,1810/01/01, 00:00:00,1810/01/01 00:00:00,0.0006467430000000001,Asia
8643,Chunar,India,25.12909,82.8836,1824,15000,/01/01,1824/01/01, 00:00:00,1824/01/01 00:00:00,0.0006467430000000001,Asia
8644,Skopje,Serbia,41.99646,21.43141,1840,15000,/01/01,1840/01/01, 00:00:00,1840/01/01 00:00:00,0.0006467430000000001,Europe
8645,Cochabamba,Bolivia,-17.3895,-66.1568,1850,15000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.0006467430000000001,Americas
8646,Corinth,Greece,37.938636,22.932228,1850,15000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.0006467430000000001,Europe
8647,Kairouan,Tunisia,í€äó_í‰Œæ35.674444,10.101667,1850,15000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.0006467430000000001,Africa
8648,Veliko Tarnovo,Bulgaria,43.083333,25.65,1850,15000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.0006467430000000001,0
8649,Luang Prabang,Laos,19.884111,102.141633,1867,15000,/01/01,1867/01/01, 00:00:00,1867/01/01 00:00:00,0.0006467430000000001,0
8650,Maragheh,Iran,37.383531,46.237961,1869,15000,/01/01,1869/01/01, 00:00:00,1869/01/01 00:00:00,0.0006467430000000001,Asia
8651,Brunn,Austria,49.2,16.6167,1754,14972,/01/01,1754/01/01, 00:00:00,1754/01/01 00:00:00,0.000645525,Europe
8652,Szekesfehervar,Hungary,47.18995,18.41034,1851,14971,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.000645482,Europe
8653,Iasi,Romania,47.16667,27.6,1790,14963,/01/01,1790/01/01, 00:00:00,1790/01/01 00:00:00,0.000645134,Europe
8654,Nicosia,Cyprus,35.16667,33.36667,1881,14940,/01/01,1881/01/01, 00:00:00,1881/01/01 00:00:00,0.000644134,Europe
8655,Rangpur,India,25.74664,89.25166,1872,14845,/01/01,1872/01/01, 00:00:00,1872/01/01 00:00:00,0.000640003,Asia
8656,Stockport,United Kingdom,53.40979,-2.15761,1801,14830,/01/01,1801/01/01, 00:00:00,1801/01/01 00:00:00,0.000639351,0
8657,Ankara,Turkey,39.91987,32.85427,1525,14800,/01/01,1525/01/01, 00:00:00,1525/01/01 00:00:00,0.000638047,Asia
8658,Bourges,France,47.08333,2.4,1697,14800,/01/01,1697/01/01, 00:00:00,1697/01/01 00:00:00,0.000638047,Europe
8659,Dresden,Germany,51.05089,13.73832,1603,14793,/01/01,1603/01/01, 00:00:00,1603/01/01 00:00:00,0.0006377430000000001,Europe
8660,Le Havre,France,49.494369,0.107931,1757,14767,/01/01,1757/01/01, 00:00:00,1757/01/01 00:00:00,0.0006366119999999999,Europe
8661,Cochabamba,Bolivia,-17.3895,-66.1568,1861,14700,/01/01,1861/01/01, 00:00:00,1861/01/01 00:00:00,0.000633699,Americas
8662,Glasgow,United Kingdom,55.86515,-4.25763,1660,14678,/01/01,1660/01/01, 00:00:00,1660/01/01 00:00:00,0.0006327430000000001,0
8663,Philadelphia,United States of America,39.95,-75.1667,1753,14563,/01/01,1753/01/01, 00:00:00,1753/01/01 00:00:00,0.000627743,Americas
8664,Wiener Neustadt,Austria,47.8,16.25,1851,14544,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.0006269159999999999,Europe
8665,s'Hertogenbosch,Netherlands,51.697819,5.303667,1374,14500,/01/01,1374/01/01, 00:00:00,1374/01/01 00:00:00,0.0006250030000000001,Europe
8666,Siena,Italy,43.32004,11.33283,1380,14500,/01/01,1380/01/01, 00:00:00,1380/01/01 00:00:00,0.0006250030000000001,Europe
8667,Beziers,France,43.34762,3.21899,1304,14476,/01/01,1304/01/01, 00:00:00,1304/01/01 00:00:00,0.00062396,Europe
8668,Warsaw,Poland,52.22977,21.01178,1669,14400,/01/01,1669/01/01, 00:00:00,1669/01/01 00:00:00,0.000620656,Europe
8669,Quilon,India,8.88,76.6,1875,14366,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.0006191769999999999,Asia
8670,Preston,United Kingdom,53.76667,-2.71667,1801,14300,/01/01,1801/01/01, 00:00:00,1801/01/01 00:00:00,0.000616308,0
8671,Lima,Peru,-12.04318,-77.02824,1599,14262,/01/01,1599/01/01, 00:00:00,1599/01/01 00:00:00,0.000614656,Americas
8672,Lanzhou,China,36.061089,103.834304,750,14226,/01/01,750/01/01, 00:00:00,750/01/01 00:00:00,0.00061309,Asia
8673,Besancon,France,47.24878,6.01815,1687,14209,/01/01,1687/01/01, 00:00:00,1687/01/01 00:00:00,0.000612351,Europe
8674,Evora,Portugal,38.56667,-7.9,1800,14200,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.00061196,Europe
8675,Astrakhan,Russian Federation,46.366681,48.083239,1803,14198,/01/01,1803/01/01, 00:00:00,1803/01/01 00:00:00,0.0006118730000000001,0
8676,La Rochelle,France,46.16667,-1.15,1856,14157,/01/01,1856/01/01, 00:00:00,1856/01/01 00:00:00,0.00061009,Europe
8677,Tver,Russian Federation,56.858722,35.917597,1849,14142,/01/01,1849/01/01, 00:00:00,1849/01/01 00:00:00,0.000609438,0
8678,Goa,India,15.299333,74.124,1876,14134,/01/01,1876/01/01, 00:00:00,1876/01/01 00:00:00,0.00060909,Asia
8679,Sheffield,United Kingdom,53.381128,-1.470086,1736,14105,/01/01,1736/01/01, 00:00:00,1736/01/01 00:00:00,0.000607829,0
8680,Pisa,Italy,43.71553,10.39659,1745,14015,/01/01,1745/01/01, 00:00:00,1745/01/01 00:00:00,0.000603916,Europe
8681,Metz,France,49.11911,6.17269,900,14000,/01/01,900/01/01, 00:00:00,900/01/01 00:00:00,0.0006032640000000001,Europe
8682,Krakow,Poland,50.06143,19.93658,1300,14000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.0006032640000000001,Europe
8683,Louveigne,Belgium,50.877572,4.704328,1300,14000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.0006032640000000001,Europe
8684,Soest,Germany,51.57558,8.10619,1300,14000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.0006032640000000001,Europe
8685,Wroclaw,Germany,51.116667,17.033333,1300,14000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.0006032640000000001,Europe
8686,Frankfurt am Main,Germany,50.110922,8.682128,1440,14000,/01/01,1440/01/01, 00:00:00,1440/01/01 00:00:00,0.0006032640000000001,Europe
8687,Ulm,Germany,48.39841,9.99155,1500,14000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.0006032640000000001,Europe
8688,Amsterdam,Netherlands,52.37403,4.88969,1514,14000,/01/01,1514/01/01, 00:00:00,1514/01/01 00:00:00,0.0006032640000000001,Europe
8689,Segovia,Spain,40.943564,-4.113003,1530,14000,/01/01,1530/01/01, 00:00:00,1530/01/01 00:00:00,0.0006032640000000001,Europe
8690,Potosi,Bolivia,-19.58361,-65.75306,1547,14000,/01/01,1547/01/01, 00:00:00,1547/01/01 00:00:00,0.0006032640000000001,Americas
8691,Konigsberg,Germany,54.716667,20.516667,1550,14000,/01/01,1550/01/01, 00:00:00,1550/01/01 00:00:00,0.0006032640000000001,Europe
8692,Ankara,Turkey,39.91987,32.85427,1553,14000,/01/01,1553/01/01, 00:00:00,1553/01/01 00:00:00,0.0006032640000000001,Asia
8693,Nantes,France,47.21725,-1.55336,1557,14000,/01/01,1557/01/01, 00:00:00,1557/01/01 00:00:00,0.0006032640000000001,Europe
8694,Frankfurt am Main,Germany,50.110922,8.682128,1561,14000,/01/01,1561/01/01, 00:00:00,1561/01/01 00:00:00,0.0006032640000000001,Europe
8695,Reims,France,49.25,4.03333,1594,14000,/01/01,1594/01/01, 00:00:00,1594/01/01 00:00:00,0.0006032640000000001,Europe
8696,Ayacucho,Peru,-13.1615,-74.22154,1600,14000,/01/01,1600/01/01, 00:00:00,1600/01/01 00:00:00,0.0006032640000000001,Americas
8697,Berlin,Germany,52.52437,13.41053,1600,14000,/01/01,1600/01/01, 00:00:00,1600/01/01 00:00:00,0.0006032640000000001,Europe
8698,Tlaxcala,Mexico,19.32076,-98.20959,1600,14000,/01/01,1600/01/01, 00:00:00,1600/01/01 00:00:00,0.0006032640000000001,Americas
